Model,Config ID,Scale Numeric,Parameters JSON,CV Accuracy Mean,CV Accuracy Std,CV Precision Mean,CV Precision Std,CV Recall Mean,CV Recall Std,CV Specificity Mean,CV Specificity Std,CV F1 Mean,CV F1 Std,CV ROC-AUC Mean,CV ROC-AUC Std,CV PR-AUC Mean,CV PR-AUC Std,CV Fit Time Mean (s),Full Fit Time (s),Test Accuracy,Test Precision,Test Recall,Test Specificity,Test F1,Test ROC-AUC,Test PR-AUC,Test TN,Test FP,Test FN,Test TP
Perceptron,perceptron_057,True,"{""alpha"": 0.01, ""max_iter"": 500, ""penalty"": ""l2"", ""tol"": 0.001}",0.992125,0.004689582870576,0.99474699867177,0.0082312964936757,0.977922077922078,0.0117960403406396,0.9978910369068542,0.0033229649211228,0.9862323990556382,0.0081923555601219,0.9996774169006156,0.0003584685162585,0.9992521784263746,0.0008300595825594,0.0273546695709228,0.0232082000002264,0.991,0.9964476021314388,0.9722703639514731,0.9985945186226284,0.9842105263157894,0.9997113526114064,0.9993225926653304,1421,2,16,561
Perceptron,perceptron_058,False,"{""alpha"": 0.01, ""max_iter"": 500, ""penalty"": ""l2"", ""tol"": 0.001}",0.9436250000000002,0.1180492481975213,0.9902243176160266,0.0101223955106594,0.8147186147186147,0.4143017724545065,0.9959578207381372,0.0041959003115336,0.8224866977999052,0.3831688195615136,0.9999048988504172,0.0002115909749324,0.999772746588491,0.0005055447522898,0.0225904464721679,0.018039199989289,0.987,1.0,0.954939341421144,1.0,0.9769503546099292,1.0,1.0,1423,0,26,551
Perceptron,perceptron_059,True,"{""alpha"": 0.01, ""max_iter"": 500, ""penalty"": ""l2"", ""tol"": 0.0001}",0.98725,0.0143109988295716,0.9986685672992208,0.0019783834916675,0.9571428571428572,0.0500042163848791,0.9994727592267136,0.0007859641397187,0.9769037707530686,0.0267003996177718,0.9997869734249348,0.0001915951858803,0.9995155875657884,0.0004369746667313,0.0289612770080566,0.0234803999774158,0.991,0.9964476021314388,0.9722703639514731,0.9985945186226284,0.9842105263157894,0.9997113526114064,0.9993225926653304,1421,2,16,561
Perceptron,perceptron_060,False,"{""alpha"": 0.01, ""max_iter"": 500, ""penalty"": ""l2"", ""tol"": 0.0001}",0.9436250000000002,0.1180492481975213,0.9902243176160266,0.0101223955106594,0.8147186147186147,0.4143017724545065,0.9959578207381372,0.0041959003115336,0.8224866977999052,0.3831688195615136,0.9999048988504172,0.0002115909749324,0.999772746588491,0.0005055447522898,0.0199875831604003,0.0148142999969422,0.987,1.0,0.954939341421144,1.0,0.9769503546099292,1.0,1.0,1423,0,26,551
MLP,mlp_001,True,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.001}",0.998625,0.0006846531968814,1.0,0.0,0.9952380952380953,0.0023710933225332,1.0,0.0,0.997612231620704,0.0011923151109267,0.99999315271723,4.774039819991014e-06,0.9999832463439002,1.1664080709169115e-05,0.1887251853942871,0.2661294999998063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_002,False,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.001}",0.996625,0.0028844951898035,0.994370301904232,0.0044822345987282,0.993939393939394,0.0063843641574686,0.9977152899824252,0.0018221828957229,0.994150411280846,0.0050040849040063,0.999919734629752,0.0001071769281434,0.9998095678769874,0.0002513146333782,0.2448946952819824,0.404787799983751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_003,True,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.01}",0.99925,0.0008149003006503,1.0,0.0,0.9974025974025974,0.0028221655433777,1.0,0.0,0.9986980099988348,0.0014154086352813,0.9999992391908034,1.701221081649678e-06,0.9999981340498584,4.172391359738629e-06,0.1467384815216064,0.1893156000296585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_004,False,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.01}",0.998625,0.0010269797953221,0.9974053901774814,0.001806210093482,0.997835497835498,0.0026509629250899,0.998945518453427,0.0007352021322794,0.9976188075277012,0.001780257791084,0.9999844034114684,1.960099061615737e-05,0.9999618626855348,4.801483521866583e-05,0.1462259769439697,0.1827550000161864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_005,True,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.001}",0.998625,0.0006846531968814,1.0,0.0,0.9952380952380953,0.0023710933225332,1.0,0.0,0.997612231620704,0.0011923151109267,0.99999315271723,4.774039819991014e-06,0.9999832463439002,1.1664080709169115e-05,0.1798816680908203,0.2544532000320032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_006,False,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.001}",0.996625,0.0028844951898035,0.994370301904232,0.0044822345987282,0.993939393939394,0.0063843641574686,0.9977152899824252,0.0018221828957229,0.994150411280846,0.0050040849040063,0.999919734629752,0.0001071769281434,0.9998095678769874,0.0002513146333782,0.2465421676635742,0.4167101999628357,0.9995,0.9982698961937716,1.0,0.999297259311314,0.9991341991341992,1.0,1.0,1422,1,0,577
MLP,mlp_007,True,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.01}",0.99925,0.0008149003006503,1.0,0.0,0.9974025974025974,0.0028221655433777,1.0,0.0,0.9986980099988348,0.0014154086352813,0.9999992391908034,1.701221081649678e-06,0.9999981340498584,4.172391359738629e-06,0.1455690383911133,0.1879259000415913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_008,False,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.01}",0.998625,0.0010269797953221,0.9974053901774814,0.001806210093482,0.997835497835498,0.0026509629250899,0.998945518453427,0.0007352021322794,0.9976188075277012,0.001780257791084,0.9999847838160668,1.9536285448166644e-05,0.9999627777828096,4.785967211819272e-05,0.1458777904510498,0.1921243999968283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_009,True,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.001}",0.9985,0.0014388580541526,1.0,0.0,0.9948051948051948,0.0049830581961997,1.0,0.0,0.9973908204563512,0.002508432741747,0.9999984783816068,3.402442163299356e-06,0.9999962700800572,8.340354542576099e-06,0.1881399154663086,0.2364232999971136,0.999,1.0,0.9965337954939342,1.0,0.9982638888888888,1.0,1.0,1423,0,2,575
MLP,mlp_010,False,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.001}",0.999125,0.0005590169943749,0.997413781091061,0.0023545290722888,0.9995670995670995,0.0009679947954544,0.998945518453427,0.0009626055492182,0.9984874174366858,0.0009635576622709,0.9999992391908034,1.701221081649678e-06,0.9999981340498584,4.1723913597386286e-06,0.167943000793457,0.2133739999844692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_011,True,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.01}",0.999875,0.0002795084971874,1.0,0.0,0.9995670995670995,0.0009679947954544,1.0,0.0,0.9997833152762732,0.0004845217719392,1.0,0.0,1.0,0.0,1.2001486778259278,2.627395100018475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_012,False,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.01}",0.999875,0.0002795084971874,0.9995680345572352,0.0009659040939523,1.0,0.0,0.9998242530755712,0.0003929820698593,0.999783783783784,0.0004834741572972,1.0,0.0,1.0,5.551115123125783e-17,0.269484806060791,0.2049360999953933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_013,True,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.001}",0.9985,0.0014388580541526,1.0,0.0,0.9948051948051948,0.0049830581961997,1.0,0.0,0.9973908204563512,0.002508432741747,0.9999980979770082,4.253052704124195e-06,0.999995331033565,1.0440126333190123e-05,0.188672924041748,0.2373383000376634,0.999,1.0,0.9965337954939342,1.0,0.9982638888888888,1.0,1.0,1423,0,2,575
MLP,mlp_014,False,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.001}",0.999125,0.0005590169943749,0.997413781091061,0.0023545290722888,0.9995670995670995,0.0009679947954544,0.998945518453427,0.0009626055492182,0.9984874174366858,0.0009635576622709,0.9999992391908034,1.701221081649678e-06,0.9999981340498584,4.1723913597386286e-06,0.1715808391571044,0.2071264999685809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_015,True,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.01}",0.999875,0.0002795084971874,1.0,0.0,0.9995670995670995,0.0009679947954544,1.0,0.0,0.9997833152762732,0.0004845217719392,1.0,0.0,1.0,0.0,0.163182783126831,0.2074671000009402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_016,False,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.01}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.162709093093872,0.2050258999806828,0.9995,1.0,0.9982668977469672,1.0,0.9991326973113616,1.0,1.0,1423,0,1,576
MLP,mlp_017,True,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.001}",0.998875,0.001843485150469,1.0,0.0,0.9961038961038964,0.0063843641574686,1.0,0.0,0.9980399129952944,0.0032175134279159,0.999996576358615,7.655494867423551e-06,0.9999915930530228,1.87985049240364e-05,0.2412552833557129,0.2965329000144265,0.9995,1.0,0.9982668977469672,1.0,0.9991326973113616,1.0,1.0,1423,0,1,576
MLP,mlp_018,False,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.001}",0.999625,0.0008385254915624,0.9987096774193548,0.0028852490032255,1.0,0.0,0.9994727592267136,0.0011789462095781,0.9993527508090616,0.0014472931893202,1.0,0.0,1.0,0.0,0.2047472476959228,0.2463630000129342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_019,True,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.01}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2048695564270019,0.2518140000174753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_020,False,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.01}",0.9995,0.0011180339887498,1.0,0.0,0.9982683982683984,0.0038719791818178,1.0,0.0,0.9991304347826088,0.0019444069369563,1.0,0.0,1.0,0.0,0.1987600326538086,0.2458578000077977,0.9995,1.0,0.9982668977469672,1.0,0.9991326973113616,0.9999987820785292,0.9999970015531954,1423,0,1,576
MLP,mlp_021,True,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.001}",0.999,0.0019059938352471,1.0,0.0,0.9965367965367966,0.0066008444510722,1.0,0.0,0.9982565977190212,0.0033259664633507,0.999996576358615,7.655494867423551e-06,0.9999915930530228,1.87985049240364e-05,0.2399592399597168,0.292132600035984,0.9995,1.0,0.9982668977469672,1.0,0.9991326973113616,1.0,1.0,1423,0,1,576
MLP,mlp_022,False,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.001}",0.999625,0.0008385254915624,0.9987096774193548,0.0028852490032255,1.0,0.0,0.9994727592267136,0.0011789462095781,0.9993527508090616,0.0014472931893202,1.0,0.0,1.0,0.0,0.4092155933380127,1.0060607999912463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_023,True,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.01}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2384225368499755,0.2496591999661177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
MLP,mlp_024,False,"{""alpha"": 0.001, ""hidden_layer_sizes"": [32, 16], ""learning_rate_init"": 0.01}",0.999375,0.0010825317547305,1.0,0.0,0.997835497835498,0.0037490277220105,1.0,0.0,0.9989137500588818,0.0018826645842354,1.0,0.0,1.0,0.0,0.1960878372192382,0.2474936000071466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_001,False,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2298553466796875,0.1231590000097639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_002,False,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.06017427444458,0.0547342000063508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_003,False,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0577025413513183,0.042695999960415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_004,False,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0462880134582519,0.0406004000105895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_005,False,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0355523586273193,0.0428457999951206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_006,False,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.551115123125783e-17,1.0,0.0,0.0430331230163574,0.0526980000431649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_007,False,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0365952491760253,0.0462176000000909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_008,False,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0416605472564697,0.0388896000222303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_009,False,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0345472335815429,0.031799399992451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_010,False,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0411974906921386,0.0377133000292815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_011,False,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.033652114868164,0.0332377000013366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_012,False,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 10}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0396975994110107,0.042139999975916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_013,False,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0754337310791015,0.0699645999702625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_014,False,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.092079496383667,0.1068611999507993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_015,False,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.551115123125783e-17,1.0,0.0,0.0857116222381591,4.953944100008812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_016,False,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.534314775466919,0.2690066000213846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_017,False,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2099671840667724,0.1981720000039786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_018,False,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1761739253997802,0.1619544000132009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_019,False,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0994813919067382,0.0982170999632217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_020,False,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.551115123125783e-17,1.0,0.0,0.0991474151611328,0.1002127000247128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_021,False,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.066015625,0.0674336000229232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_022,False,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0917841434478759,0.0829246999928727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_023,False,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.551115123125783e-17,1.0,0.0,0.0693095684051513,0.0622775999945588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Random Forest,random_forest_024,False,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 30}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0882481575012207,0.09033019997878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
